,Domestic,URL
308,"$166,167,230",https://www.boxofficemojo.com/movies/?id=fiftyshadesofgrey.htm
309,"$161,197,785",https://www.boxofficemojo.com/movies/?id=straightouttacompton.htm
310,"$154,058,340",https://www.boxofficemojo.com/movies/?id=furyroad.htm
311,"$130,179,072",https://www.boxofficemojo.com/movies/?id=insurgent.htm
312,"$128,261,724",https://www.boxofficemojo.com/movies/?id=secretservice.htm
313,"$110,825,712",https://www.boxofficemojo.com/movies/?id=susancooper.htm
314,"$109,767,581",https://www.boxofficemojo.com/movies/?id=creed.htm
315,"$90,411,453",https://www.boxofficemojo.com/movies/?id=gethard.htm
316,"$89,256,424",https://www.boxofficemojo.com/movies/?id=taken3.htm
317,"$85,886,987",https://www.boxofficemojo.com/movies/?id=alvin4.htm
318,"$81,476,385",https://www.boxofficemojo.com/movies/?id=ted2.htm
319,"$78,747,585",https://www.boxofficemojo.com/movies/?id=pixels.htm
320,"$75,764,672",https://www.boxofficemojo.com/movies/?id=intern.htm
321,"$71,038,190",https://www.boxofficemojo.com/movies/?id=paulblart2.htm
322,"$67,790,117",https://www.boxofficemojo.com/movies/?id=warroom2015.htm
323,"$65,206,105",https://www.boxofficemojo.com/movies/?id=blumhouse2015.htm
324,"$62,575,678",https://www.boxofficemojo.com/movies/?id=whiteybulger15.htm
325,"$57,027,435",https://www.boxofficemojo.com/movies/?id=perfectguy.htm
326,"$56,117,548",https://www.boxofficemojo.com/movies/?id=fantasticfour15.htm
327,"$53,862,963",https://www.boxofficemojo.com/movies/?id=focus2015.htm
328,"$52,218,558",https://www.boxofficemojo.com/movies/?id=insidiouschapter3.htm
329,"$47,387,723",https://www.boxofficemojo.com/movies/?id=jupiterascending.htm
330,"$45,445,109",https://www.boxofficemojo.com/movies/?id=uncle.htm
331,"$44,482,410",https://www.boxofficemojo.com/movies/?id=mcfarland.htm
332,"$43,482,270",https://www.boxofficemojo.com/movies/?id=everest2015.htm
333,"$42,725,475",https://www.boxofficemojo.com/movies/?id=krampus.htm
334,"$42,629,776",https://www.boxofficemojo.com/movies/?id=ageofadaline.htm
335,"$37,446,117",https://www.boxofficemojo.com/movies/?id=thelongestride.htm
336,"$35,088,320",https://www.boxofficemojo.com/movies/?id=pan.htm
337,"$34,542,474",https://www.boxofficemojo.com/movies/?id=concussion2015.htm
338,"$33,307,793",https://www.boxofficemojo.com/movies/?id=womaningold.htm
339,"$32,482,090",https://www.boxofficemojo.com/movies/?id=cybernatural.htm
340,"$32,000,304",https://www.boxofficemojo.com/movies/?id=papertowns.htm
341,"$31,090,320",https://www.boxofficemojo.com/movies/?id=crimsonpeak.htm
342,"$28,782,481",https://www.boxofficemojo.com/movies/?id=pointbreak2015.htm
343,"$27,367,660",https://www.boxofficemojo.com/movies/?id=lastwitchhunter.htm
344,"$26,822,144",https://www.boxofficemojo.com/movies/?id=rickiandtheflash.htm
345,"$26,461,644",https://www.boxofficemojo.com/movies/?id=runallnight.htm
346,"$25,801,047",https://www.boxofficemojo.com/movies/?id=lazarus.htm
347,"$25,020,758",https://www.boxofficemojo.com/movies/?id=heartofthesea.htm
348,"$22,467,450",https://www.boxofficemojo.com/movies/?id=hitman47.htm
349,"$21,571,189",https://www.boxofficemojo.com/movies/?id=blackorwhite.htm
350,"$652,270,625",https://www.boxofficemojo.com/movies/?id=jurassicpark4.htm
351,"$356,461,711",https://www.boxofficemojo.com/movies/?id=pixar2014.htm
